id,name,nameEn,level,category,rawCategory,district,district18,curriculumV2,instructionLanguages,tuitionMin,tuitionMax
"edb_216216000123","KOREAN INTERNATIONAL SCHOOL","KOREAN INTERNATIONAL SCHOOL","小學","國際","私立","港島","東區","OTHER_INTL","ENGLISH;KOREAN",97100,122900
"edb_216216000133","KOREAN INTERNATIONAL SCHOOL","KOREAN INTERNATIONAL SCHOOL","中學","國際","私立","港島","東區","OTHER_INTL","ENGLISH",137000,137000
"edb_170909000123","KOWLOON JUNIOR SCHOOL","KOWLOON JUNIOR SCHOOL","小學","國際","私立","九龍","九龍城區","BRITISH","ENGLISH",139000,139000
"edb_518620000123","LANTAU INTERNATIONAL SCHOOL","LANTAU INTERNATIONAL SCHOOL","小學","國際","私立","新界","離島區","BRITISH","ENGLISH",79100,103000
"edb_518620000223","LANTAU INTERNATIONAL SCHOOL","LANTAU INTERNATIONAL SCHOOL","小學","國際","私立","新界","離島區","BRITISH","ENGLISH",0,0
"edb_518620000423","LANTAU INTERNATIONAL SCHOOL","LANTAU INTERNATIONAL SCHOOL","小學","國際","私立","新界","離島區","BRITISH","ENGLISH",0,0
"edb_614904000112","LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL","LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_614904000111","LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL","LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_614998000111","LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL (TSEUNG KWAN O)","LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL (TSEUNG KWAN O)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_614998000112","LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL (TSEUNG KWAN O)","LES PETITS LASCARS FRENCH INTERNATIONAL PRESCHOOL (TSEUNG KWAN O)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_607592000213","道爾頓幼稚園","LITTLE DALTON KINDERGARTEN","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_607592000212","道爾頓幼稚園","LITTLE DALTON KINDERGARTEN","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_607592000211","道爾頓幼稚園","LITTLE DALTON KINDERGARTEN","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_587877000111","小大嶼山蒙特梭利幼稚園","LITTLE LANTAU MONTESSORI KINDERGARTEN","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_214949000513","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","幼稚園","國際","私立","港島","東區","","",146093,151218
"edb_214949000713","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","幼稚園","國際","私立","港島","東區","","",146093,151984
"edb_214949000523","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","小學","國際","私立","港島","東區","OTHER_INTL","ENGLISH;FRENCH",0,0
"edb_214949000123","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","小學","國際","私立","港島","東區","OTHER_INTL","ENGLISH",151984,161373
"edb_214949000723","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","小學","國際","私立","港島","東區","OTHER_INTL","ENGLISH;FRENCH",0,0
"edb_214949000433","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","中學","國際","私立","港島","東區","OTHER_INTL","ENGLISH;FRENCH",202000,217599
"edb_214949000733","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","中學","國際","私立","港島","東區","OTHER_INTL","ENGLISH;FRENCH",0,0
"edb_610623000111","瑪歌瑞特國際幼稚園","MAGART INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","九龍","九龍城區","","",0,0
"edb_610623000113","瑪歌瑞特國際幼稚園","MAGART INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","九龍","九龍城區","","",0,0
"edb_610623000112","瑪歌瑞特國際幼稚園","MAGART INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","九龍","九龍城區","","",0,0
"edb_566241000113","瑪歌瑞特國際幼稚園(粉嶺)","MAGART INTERNATIONAL KINDERGARTEN (FANLING)","幼稚園","國際","私立","新界","北區","","",0,0
"edb_566241000111","瑪歌瑞特國際幼稚園(粉嶺)","MAGART INTERNATIONAL KINDERGARTEN (FANLING)","幼稚園","國際","私立","新界","北區","","",0,0
"edb_566241000112","瑪歌瑞特國際幼稚園(粉嶺)","MAGART INTERNATIONAL KINDERGARTEN (FANLING)","幼稚園","國際","私立","新界","北區","","",0,0
"edb_215767000111","瑪歌瑞特國際幼稚園(康怡)","MAGART INTERNATIONAL KINDERGARTEN (KORNHILL)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_215767000112","瑪歌瑞特國際幼稚園(康怡)","MAGART INTERNATIONAL KINDERGARTEN (KORNHILL)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_606766000123","香港墨爾文國際學校","MALVERN COLLEGE HONG KONG","小學","國際","私立","新界","大埔區","BRITISH","ENGLISH",198860,198860
"edb_606766000133","香港墨爾文國際學校","MALVERN COLLEGE HONG KONG","中學","國際","私立","新界","大埔區","BRITISH","ENGLISH",226210,226210
"edb_613665000111","楓葉小熊加拿大國際幼稚園","MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_613665000113","楓葉小熊加拿大國際幼稚園","MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_613665000112","楓葉小熊加拿大國際幼稚園","MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_616311000112","楓葉小熊加拿大國際幼稚園(康城)","MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN (LOHAS)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_616311000111","楓葉小熊加拿大國際幼稚園(康城)","MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN (LOHAS)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_593788000112","楓葉小熊加拿大國際幼稚園(油塘)","MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN (YAU TONG)","幼稚園","國際","私立","九龍","觀塘區","","",0,0
"edb_593788000111","楓葉小熊加拿大國際幼稚園(油塘)","MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN (YAU TONG)","幼稚園","國際","私立","九龍","觀塘區","","",0,0
"edb_600334000211","善行國際幼稚園","MASS INTERNATIONAL PRESCHOOL","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_600334000212","善行國際幼稚園","MASS INTERNATIONAL PRESCHOOL","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_603643000111","奧恩國際幼稚園","MIGHTY OAKS INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_603643000112","奧恩國際幼稚園","MIGHTY OAKS INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_566977000111","明慧國際幼稚園","MING WAI INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","東區","","",0,0
"edb_566977000112","明慧國際幼稚園","MING WAI INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","東區","","",0,0
"edb_566977000113","明慧國際幼稚園","MING WAI INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","東區","","",0,0
"edb_567329000112","明慧國際幼稚園（北角分校）","MING WAI INTERNATIONAL KINDERGARTEN (NORTH POINT BRANCH)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_567329000111","明慧國際幼稚園（北角分校）","MING WAI INTERNATIONAL KINDERGARTEN (NORTH POINT BRANCH)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_567329000113","明慧國際幼稚園（北角分校）","MING WAI INTERNATIONAL KINDERGARTEN (NORTH POINT BRANCH)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_583421000112","明慧國際幼稚園(太子分校)","MING WAI INTERNATIONAL KINDERGARTEN (PRINCE EDWARD BRANCH)","幼稚園","國際","私立","九龍","油尖旺區","","",0,0
"edb_583421000111","明慧國際幼稚園(太子分校)","MING WAI INTERNATIONAL KINDERGARTEN (PRINCE EDWARD BRANCH)","幼稚園","國際","私立","九龍","油尖旺區","","",0,0
"edb_583421000113","明慧國際幼稚園(太子分校)","MING WAI INTERNATIONAL KINDERGARTEN (PRINCE EDWARD BRANCH)","幼稚園","國際","私立","九龍","油尖旺區","","",0,0
"edb_567027000111","明雅國際幼兒學校","MINK INTERNATIONAL PRE-SCHOOL","幼稚園","國際","私立","新界","大埔區","","",0,0
"edb_567027000112","明雅國際幼兒學校","MINK INTERNATIONAL PRE-SCHOOL","幼稚園","國際","私立","新界","大埔區","","",0,0
"edb_567027000113","明雅國際幼兒學校","MINK INTERNATIONAL PRE-SCHOOL","幼稚園","國際","私立","新界","大埔區","","",0,0
"edb_565466000111","MONTESSORI FOR CHILDREN (NURSERY)","MONTESSORI FOR CHILDREN (NURSERY)","幼稚園","國際","私立","港島","南區","","",0,0
"edb_565466000112","MONTESSORI FOR CHILDREN (NURSERY)","MONTESSORI FOR CHILDREN (NURSERY)","幼稚園","國際","私立","港島","南區","","",0,0
"edb_601721000112","懋柏禮國際幼稚園","MULBERRY HOUSE INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","大埔區","","",0,0
"edb_601721000111","懋柏禮國際幼稚園","MULBERRY HOUSE INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","大埔區","","",0,0
"edb_578053000112","MULBERRY HOUSE INTERNATIONAL KINDERGARTEN SOUTHSIDE","MULBERRY HOUSE INTERNATIONAL KINDERGARTEN SOUTHSIDE","幼稚園","國際","私立","港島","南區","","",0,0
"edb_578053000111","MULBERRY HOUSE INTERNATIONAL KINDERGARTEN SOUTHSIDE","MULBERRY HOUSE INTERNATIONAL KINDERGARTEN SOUTHSIDE","幼稚園","國際","私立","港島","南區","","",0,0
"edb_598054000111","童樂天國際幼稚園","MULBERRY TREE INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","沙田區","","",0,0
"edb_598054000112","童樂天國際幼稚園","MULBERRY TREE INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","沙田區","","",0,0
"edb_601250000111","麥克萊國際幼稚園","MYNORS INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","北區","","",0,0
"edb_601250000112","麥克萊國際幼稚園","MYNORS INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","北區","","",0,0
"edb_601250000113","麥克萊國際幼稚園","MYNORS INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","北區","","",0,0
"edb_608475000112","NORD ANGLIA INTERNATIONAL PRE-SCHOOL (SAI KUNG)","NORD ANGLIA INTERNATIONAL PRE-SCHOOL (SAI KUNG)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_608475000111","NORD ANGLIA INTERNATIONAL PRE-SCHOOL (SAI KUNG)","NORD ANGLIA INTERNATIONAL PRE-SCHOOL (SAI KUNG)","幼稚園","國際","私立","新界","西貢區","","",0,0
